Nation,Tag,Year,Emissions,LAT,LON
Cote d'Ivoire,CIV,2000,6633573,7.54,5.5471
Cote d'Ivoire,CIV,2010,6224746,7.54,5.5471
Cote d'Ivoire,CIV,2020,11018607,7.54,5.5471
Croatia,HRV,1890,14726,45.1000,15.2000
Croatia,HRV,1900,133765,45.1000,15.2000
Croatia,HRV,1910,228874,45.1000,15.2000
Croatia,HRV,1920,663918,45.1000,15.2000
Croatia,HRV,1930,1617456,45.1000,15.2000
Croatia,HRV,1940,1725450,45.1000,15.2000
Croatia,HRV,1950,2935496,45.1000,15.2000
Croatia,HRV,1960,5805166,45.1000,15.2000
Croatia,HRV,1970,11796174,45.1000,15.2000
Croatia,HRV,1980,17856868,45.1000,15.2000
Croatia,HRV,1990,22974684,45.1000,15.2000
Croatia,HRV,2000,19660010,45.1000,15.2000
Croatia,HRV,2010,21018168,45.1000,15.2000
Croatia,HRV,2020,16870528,45.1000,15.2000
Cuba,CUB,1950,5604643,21.5218,-77.7812
Cuba,CUB,1960,13687099,21.5218,-77.7812
Cuba,CUB,1970,18654088,21.5218,-77.7812
Cuba,CUB,1980,31374024,21.5218,-77.7812
Cuba,CUB,1990,29648420,21.5218,-77.7812
Cuba,CUB,2000,25775496,21.5218,-77.7812
Cuba,CUB,2010,34199816,21.5218,-77.7812
Cuba,CUB,2020,21277102,21.5218,-77.7812
Curacao,CUW,1930,2025363,12.1696,-68.9900
Curacao,CUW,1940,2264287,12.1696,-68.9900
Curacao,CUW,1950,6164268,12.1696,-68.9900
Curacao,CUW,1960,9309491,12.1696,-68.9900
Curacao,CUW,1970,13978085,12.1696,-68.9900
Curacao,CUW,1980,8810933,12.1696,-68.9900
Curacao,CUW,1990,4823944,12.1696,-68.9900
Curacao,CUW,2000,4990174,12.1696,-68.9900
Curacao,CUW,2010,4054720,12.1696,-68.9900
Curacao,CUW,2020,1806352,12.1696,-68.9900
Cyprus,CYP,1950,267472,35.1264,-33.4299
Cyprus,CYP,1960,886331,35.1264,-33.4299
Cyprus,CYP,1970,1702690,35.1264,-33.4299
Cyprus,CYP,1980,3260647,35.1264,-33.4299
Cyprus,CYP,1990,4644861,35.1264,-33.4299
Cyprus,CYP,2000,7104597,35.1264,-33.4299
Cyprus,CYP,2010,8101123,35.1264,-33.4299
Cyprus,CYP,2020,6910908,35.1264,-33.4299
Denmark,DNK,1850,340752,56.2639,9.5018
Denmark,DNK,1860,542272,56.2639,9.5018
Denmark,DNK,1870,1143168,56.2639,9.5018
Denmark,DNK,1880,1861312,56.2639,9.5018
Denmark,DNK,1890,2868912,56.2639,9.5018
Denmark,DNK,1900,5147920,56.2639,9.5018
Denmark,DNK,1910,7349984,56.2639,9.5018
Denmark,DNK,1920,7192432,56.2639,9.5018
Denmark,DNK,1930,13806466,56.2639,9.5018
Denmark,DNK,1940,14822761,56.2639,9.5018
Denmark,DNK,1950,21987792,56.2639,9.5018
Denmark,DNK,1960,29749520,56.2639,9.5018
Denmark,DNK,1970,62039320,56.2639,9.5018
Denmark,DNK,1980,60286204,56.2639,9.5018
Denmark,DNK,1990,53476972,56.2639,9.5018
Denmark,DNK,2000,54306576,56.2639,9.5018
Denmark,DNK,2010,49189692,56.2639,9.5018
Denmark,DNK,2020,28299676,56.2639,9.5018
Djibouti,DJI,1950,10992,11.8251,42.5903
Djibouti,DJI,1960,40304,11.8251,42.5903
Djibouti,DJI,1970,139232,11.8251,42.5903
Djibouti,DJI,1980,348080,11.8251,42.5903
Djibouti,DJI,1990,296784,11.8251,42.5903
Djibouti,DJI,2000,366400,11.8251,42.5903
Djibouti,DJI,2010,516623.97,11.8251,42.5903
Djibouti,DJI,2020,382454,11.8251,42.5903
Dominica,DMA,1960,10992,15.4150,-61.3710
Dominica,DMA,1970,25648,15.4150,-61.3710
Dominica,DMA,1980,36640,15.4150,-61.3710
Dominica,DMA,1990,58624,15.4150,-61.3710
Dominica,DMA,2000,102592,15.4150,-61.3710
Dominica,DMA,2010,172208,15.4150,-61.3710
Dominica,DMA,2020,157552,15.4150,-61.3710
Dominican Republic,DOM,1950,347783,18.7357,-70.1627
Dominican Republic,DOM,1960,1039893,18.7357,-70.1627
Dominican Republic,DOM,1970,3105081,18.7357,-70.1627
Dominican Republic,DOM,1980,6427009,18.7357,-70.1627
Dominican Republic,DOM,1990,8936017,18.7357,-70.1627
Dominican Republic,DOM,2000,18991626,18.7357,-70.1627
Dominican Republic,DOM,2010,20553454,18.7357,-70.1627
Dominican Republic,DOM,2020,23501650,18.7357,-70.1627
Ecuador,ECU,1920,25648,-1.8312,-78.1834
Ecuador,ECU,1930,677840,-1.8312,-78.1834
Ecuador,ECU,1940,1088149,-1.8312,-78.1834
Ecuador,ECU,1950,739890,-1.8312,-78.1834
Ecuador,ECU,1960,1761582,-1.8312,-78.1834
Ecuador,ECU,1970,4278215,-1.8312,-78.1834
Ecuador,ECU,1980,13407168,-1.8312,-78.1834
Ecuador,ECU,1990,16457821,-1.8312,-78.1834
Ecuador,ECU,2000,20927296,-1.8312,-78.1834
Ecuador,ECU,2010,36276410,-1.8312,-78.1834
Ecuador,ECU,2020,32909420,-1.8312,-78.1834
Egypt,EGY,1920,454336,26.8206,30.8025
Egypt,EGY,1930,1021042,26.8206,30.8025
Egypt,EGY,1940,3028672,26.8206,30.8025
Egypt,EGY,1950,10233085,26.8206,30.8025
Egypt,EGY,1960,16032730,26.8206,30.8025
Egypt,EGY,1970,21654010,26.8206,30.8025
Egypt,EGY,1980,45176028,26.8206,30.8025
Egypt,EGY,1990,75217530,26.8206,30.8025
Egypt,EGY,2000,143836050,26.8206,30.8025
Egypt,EGY,2010,203607570,26.8206,30.8025
Egypt,EGY,2020,227637950,26.8206,30.8025
Equatorial Guinea,GNQ,1950,10992,13.7942,-88.8965
Equatorial Guinea,GNQ,1960,21984,13.7942,-88.8965
Equatorial Guinea,GNQ,1970,36640,13.7942,-88.8965
Equatorial Guinea,GNQ,1980,58624,13.7942,-88.8965
Equatorial Guinea,GNQ,1990,62288,13.7942,-88.8965
Equatorial Guinea,GNQ,2000,2699265,13.7942,-88.8965
Equatorial Guinea,GNQ,2010,6402228,13.7942,-88.8965
Equatorial Guinea,GNQ,2020,5524802,13.7942,-88.8965
Eritrea,ERI,1940,7269,15.1794,39.7823
Eritrea,ERI,1990,0,15.1794,39.7823
Eritrea,ERI,2000,604433,15.1794,39.7823
Eritrea,ERI,2010,497337,15.1794,39.7823
Eritrea,ERI,2020,640911,15.1794,39.7823
Estonia,EST,1830,185,58.5953,25.0136
Estonia,EST,1850,1148,58.5953,25.0136
Estonia,EST,1860,6852,58.5953,25.0136
Estonia,EST,1870,39149,58.5953,25.0136
Estonia,EST,1880,141818,58.5953,25.0136
Estonia,EST,1890,274191,58.5953,25.0136
Estonia,EST,1900,760423,58.5953,25.0136
Estonia,EST,1910,974760,58.5953,25.0136
Estonia,EST,1920,313895,58.5953,25.0136
Estonia,EST,1930,1587757,58.5953,25.0136
Estonia,EST,1940,4920145,58.5953,25.0136
Estonia,EST,1950,6873541,58.5953,25.0136
Estonia,EST,1960,14666819,58.5953,25.0136
Estonia,EST,1970,23870596,58.5953,25.0136
Estonia,EST,1980,35313856,58.5953,25.0136
Estonia,EST,1990,36919604,58.5953,25.0136
Estonia,EST,2000,15481725,58.5953,25.0136
Estonia,EST,2010,18975448,58.5953,25.0136
Estonia,EST,2020,9238881,58.5953,25.0136
Eswatini,SWZ,1950,3664,9.1450,40.4897
Eswatini,SWZ,1960,32976,9.1450,40.4897
Eswatini,SWZ,1970,366400,9.1450,40.4897
Eswatini,SWZ,1980,465328,9.1450,40.4897
Eswatini,SWZ,1990,959968,9.1450,40.4897
Eswatini,SWZ,2000,1209120,9.1450,40.4897
Eswatini,SWZ,2010,996608,9.1450,40.4897
Eswatini,SWZ,2020,1091872,9.1450,40.4897
Ethiopia,ETH,1950,87907,-17.7134,178.0650
Ethiopia,ETH,1960,351625,-17.7134,178.0650
Ethiopia,ETH,1970,1651721,-17.7134,178.0650
Ethiopia,ETH,1980,1817483,-17.7134,178.0650
Ethiopia,ETH,1990,2986507,-17.7134,178.0650
Ethiopia,ETH,2000,3462855,-17.7134,178.0650
Ethiopia,ETH,2010,6336871,-17.7134,178.0650
Ethiopia,ETH,2020,17810122,-17.7134,178.0650
Faroe Islands,FRO,1950,40304,61.8926,6.9118
Faroe Islands,FRO,1960,58624,61.8926,6.9118
Faroe Islands,FRO,1970,256480.02,61.8926,6.9118
Faroe Islands,FRO,1980,421360,61.8926,6.9118
Faroe Islands,FRO,1990,703488,61.8926,6.9118
Faroe Islands,FRO,2000,688832,61.8926,6.9118
Faroe Islands,FRO,2010,630208,61.8926,6.9118
Faroe Islands,FRO,2020,758448,61.8926,6.9118
Fiji,FJI,1950,120912,17.7134,178.0650
Fiji,FJI,1960,194192,17.7134,178.0650
Fiji,FJI,1970,520050,17.7134,178.0650
Fiji,FJI,1980,792420,17.7134,178.0650
Fiji,FJI,1990,801220,17.7134,178.0650
Fiji,FJI,2000,814852,17.7134,178.0650
Fiji,FJI,2010,1091800,17.7134,178.0650
Fiji,FJI,2020,1040951.94,17.7134,178.0650
Finland,FIN,1860,36640,61.9241,25.7482
Finland,FIN,1870,91600,61.9241,25.7482
Finland,FIN,1880,98928,61.9241,25.7482
Finland,FIN,1890,208848,61.9241,25.7482
Finland,FIN,1900,600896,61.9241,25.7482
Finland,FIN,1910,1062560,61.9241,25.7482
Finland,FIN,1920,274800,61.9241,25.7482
Finland,FIN,1930,2648241,61.9241,25.7482
Finland,FIN,1940,2314430,61.9241,25.7482
Finland,FIN,1950,6544565,61.9241,25.7482
Finland,FIN,1960,15086935,61.9241,25.7482
Finland,FIN,1970,40355044,61.9241,25.7482
Finland,FIN,1980,58139290,61.9241,25.7482
Finland,FIN,1990,56915000,61.9241,25.7482
Finland,FIN,2000,57010000,61.9241,25.7482
Finland,FIN,2010,64081000,61.9241,25.7482
Finland,FIN,2020,37735000,61.9241,25.7482
France,FRA,1810,2121456,46.2276,2.2137
France,FRA,1820,2901888,46.2276,2.2137
France,FRA,1830,6551232,46.2276,2.2137
France,FRA,1840,11798080,46.2276,2.2137
France,FRA,1850,19617056,46.2276,2.2137
France,FRA,1860,38131250,46.2276,2.2137
France,FRA,1870,50537550,46.2276,2.2137
France,FRA,1880,76148910,46.2276,2.2137
France,FRA,1890,97817810,46.2276,2.2137
France,FRA,1900,129276920,46.2276,2.2137
France,FRA,1910,150612380,46.2276,2.2137
France,FRA,1920,151777540,46.2276,2.2137
France,FRA,1930,237634190,46.2276,2.2137
France,FRA,1940,137737090,46.2276,2.2137
France,FRA,1950,202278640,46.2276,2.2137
France,FRA,1960,296114140,46.2276,2.2137
France,FRA,1970,460424580,46.2276,2.2137
France,FRA,1980,511046700,46.2276,2.2137
France,FRA,1990,393430700,46.2276,2.2137
France,FRA,2000,406507520,46.2276,2.2137
France,FRA,2010,376563900,46.2276,2.2137
France,FRA,2020,281539040,46.2276,2.2137
French Polynesia,PYF,1960,36640,17.6797,-149.4068
French Polynesia,PYF,1970,194192,17.6797,-149.4068
French Polynesia,PYF,1980,293120,17.6797,-149.4068
French Polynesia,PYF,1990,468992,17.6797,-149.4068
French Polynesia,PYF,2000,611888,17.6797,-149.4068
French Polynesia,PYF,2010,923328,17.6797,-149.4068
French Polynesia,PYF,2020,846384,17.6797,-149.4068
Gabon,GAB,1950,10448,0.8037,11.6094
Gabon,GAB,1960,131904,0.8037,11.6094
Gabon,GAB,1970,2081152,0.8037,11.6094
Gabon,GAB,1980,6624651,0.8037,11.6094
Gabon,GAB,1990,4484725,0.8037,11.6094
Gabon,GAB,2000,6128187,0.8037,11.6094
Gabon,GAB,2010,5836069,0.8037,11.6094
Gabon,GAB,2020,5928799,0.8037,11.6094
Gambia,GMB,1950,14656,13.4432,-15.3101
Gambia,GMB,1960,18320,13.4432,-15.3101
Gambia,GMB,1970,47632,13.4432,-15.3101
Gambia,GMB,1980,157552,13.4432,-15.3101
Gambia,GMB,1990,197856,13.4432,-15.3101
Gambia,GMB,2000,274800,13.4432,-15.3101
Gambia,GMB,2010,425024,13.4432,-15.3101
Gambia,GMB,2020,699824,13.4432,-15.3101
Georgia,GEO,1830,75,42.3154,43.3569
Georgia,GEO,1850,466,42.3154,43.3569
Georgia,GEO,1860,2783,42.3154,43.3569
Georgia,GEO,1870,15900.999,42.3154,43.3569
Georgia,GEO,1880,57600,42.3154,43.3569
Georgia,GEO,1890,111364,42.3154,43.3569
Georgia,GEO,1900,308849,42.3154,43.3569
Georgia,GEO,1910,395903,42.3154,43.3569
Georgia,GEO,1920,127490,42.3154,43.3569
Georgia,GEO,1930,637101,42.3154,43.3569
Georgia,GEO,1940,1979384,42.3154,43.3569
Georgia,GEO,1950,2756028,42.3154,43.3569
Georgia,GEO,1960,5873772,42.3154,43.3569
Georgia,GEO,1970,9639578,42.3154,43.3569
Georgia,GEO,1980,14295843,42.3154,43.3569
Georgia,GEO,1990,15948386,42.3154,43.3569
Georgia,GEO,2000,4500388,42.3154,43.3569
Georgia,GEO,2010,6208043,42.3154,43.3569
Georgia,GEO,2020,10574546,42.3154,43.3569
Germany,DEU,1800,795088,51.1657,10.4515
Germany,DEU,1810,978288,51.1657,10.4515
Germany,DEU,1820,3381872,51.1657,10.4515
Germany,DEU,1830,4792512,51.1657,10.4515
Germany,DEU,1840,9174656,51.1657,10.4515
Germany,DEU,1850,15139648,51.1657,10.4515
Germany,DEU,1860,36394510,51.1657,10.4515
Germany,DEU,1870,76639890,51.1657,10.4515
Germany,DEU,1880,124502720,51.1657,10.4515
Germany,DEU,1890,208232450,51.1657,10.4515
Germany,DEU,1900,326759200,51.1657,10.4515
Germany,DEU,1910,445366530,51.1657,10.4515
Germany,DEU,1920,429208300,51.1657,10.4515
Germany,DEU,1930,462091780,51.1657,10.4515
Germany,DEU,1940,654325000,51.1657,10.4515
Germany,DEU,1950,510681820,51.1657,10.4515
Germany,DEU,1960,813950200,51.1657,10.4515
Germany,DEU,1970,1026022340,51.1657,10.4515
Germany,DEU,1980,1100066000,51.1657,10.4515
Germany,DEU,1990,1054740600,51.1657,10.4515
Germany,DEU,2000,898938050,51.1657,10.4515
Germany,DEU,2010,831129600,51.1657,10.4515
Germany,DEU,2020,647252300,51.1657,10.4515
Ghana,GHA,1950,637536,7.9465,-1.0232
Ghana,GHA,1960,1461936,7.9465,-1.0232
Ghana,GHA,1970,2621641,7.9465,-1.0232
Ghana,GHA,1980,2483492,7.9465,-1.0232
Ghana,GHA,1990,3513776,7.9465,-1.0232
Ghana,GHA,2000,5312800,7.9465,-1.0232
Ghana,GHA,2010,8942513,7.9465,-1.0232
Ghana,GHA,2020,19168242,7.9465,-1.0232
Greece,GRC,1870,201520,39.0742,21.8243
Greece,GRC,1900,417696,39.0742,21.8243
Greece,GRC,1910,718144,39.0742,21.8243
Greece,GRC,1920,677840,39.0742,21.8243
Greece,GRC,1930,2853542,39.0742,21.8243
Greece,GRC,1940,237387,39.0742,21.8243
Greece,GRC,1950,4127723.2,39.0742,21.8243
Greece,GRC,1960,9391531,39.0742,21.8243
Greece,GRC,1970,24126176,39.0742,21.8243
Greece,GRC,1980,50888696,39.0742,21.8243
Greece,GRC,1990,83438040,39.0742,21.8243
Greece,GRC,2000,102973170,39.0742,21.8243
Greece,GRC,2010,97354150,39.0742,21.8243
Greece,GRC,2020,55619772,39.0742,21.8243
Greenland,GRL,1750,0,71.7069,-42.6043
Greenland,GRL,1760,0,71.7069,-42.6043
Greenland,GRL,1770,0,71.7069,-42.6043
Greenland,GRL,1780,0,71.7069,-42.6043
Greenland,GRL,1790,0,71.7069,-42.6043
Greenland,GRL,1800,0,71.7069,-42.6043
Greenland,GRL,1810,0,71.7069,-42.6043
Greenland,GRL,1820,0,71.7069,-42.6043
Greenland,GRL,1830,0,71.7069,-42.6043
Greenland,GRL,1840,0,71.7069,-42.6043
Greenland,GRL,1850,0,71.7069,-42.6043
Greenland,GRL,1860,0,71.7069,-42.6043
Greenland,GRL,1870,0,71.7069,-42.6043
Greenland,GRL,1880,0,71.7069,-42.6043
Greenland,GRL,1890,0,71.7069,-42.6043
Greenland,GRL,1900,0,71.7069,-42.6043
Greenland,GRL,1910,0,71.7069,-42.6043
Greenland,GRL,1920,0,71.7069,-42.6043
Greenland,GRL,1930,0,71.7069,-42.6043
Greenland,GRL,1940,0,71.7069,-42.6043
Greenland,GRL,1950,98928,71.7069,-42.6043
Greenland,GRL,1960,223504,71.7069,-42.6043
Greenland,GRL,1970,381056,71.7069,-42.6043
Greenland,GRL,1980,564256,71.7069,-42.6043
Greenland,GRL,1990,624714,71.7069,-42.6043
Greenland,GRL,2000,667765,71.7069,-42.6043
Greenland,GRL,2010,679400,71.7069,-42.6043
Greenland,GRL,2020,537154,71.7069,-42.6043
Grenada,GRD,1950,7328,12.1165,-61.6790
Grenada,GRD,1960,21984,12.1165,-61.6790
Grenada,GRD,1970,43968,12.1165,-61.6790
Grenada,GRD,1980,47632,12.1165,-61.6790
Grenada,GRD,1990,106256,12.1165,-61.6790
Grenada,GRD,2000,190528,12.1165,-61.6790
Grenada,GRD,2010,260144,12.1165,-61.6790
Grenada,GRD,2020,289456,12.1165,-61.6790
Guatemala,GTM,1950,619038,15.7835,-90.2308
Guatemala,GTM,1960,1344242,15.7835,-90.2308
Guatemala,GTM,1970,2296437,15.7835,-90.2308
Guatemala,GTM,1980,4492606,15.7835,-90.2308
Guatemala,GTM,1990,4972245,15.7835,-90.2308
Guatemala,GTM,2000,9764762,15.7835,-90.2308
Guatemala,GTM,2010,11097682,15.7835,-90.2308
Guatemala,GTM,2020,17336898,15.7835,-90.2308
Guinea,GIN,1750,0,-9.9456,9.6966
Guinea,GIN,1760,0,-9.9456,9.6966
Guinea,GIN,1770,0,-9.9456,9.6966
Guinea,GIN,1780,0,-9.9456,9.6966
Guinea,GIN,1790,0,-9.9456,9.6966
Guinea,GIN,1800,0,-9.9456,9.6966
Guinea,GIN,1810,0,-9.9456,9.6966
Guinea,GIN,1820,0,-9.9456,9.6966
Guinea,GIN,1830,0,-9.9456,9.6966
Guinea,GIN,1840,0,-9.9456,9.6966
Guinea,GIN,1850,0,-9.9456,9.6966
Guinea,GIN,1860,0,-9.9456,9.6966
Guinea,GIN,1870,0,-9.9456,9.6966
Guinea,GIN,1880,0,-9.9456,9.6966
Guinea,GIN,1890,0,-9.9456,9.6966
Guinea,GIN,1900,0,-9.9456,9.6966
Guinea,GIN,1910,0,-9.9456,9.6966
Guinea,GIN,1920,0,-9.9456,9.6966
Guinea,GIN,1930,0,-9.9456,9.6966
Guinea,GIN,1940,0,-9.9456,9.6966
Guinea,GIN,1950,182399,-9.9456,9.6966
Guinea,GIN,1960,410368,-9.9456,9.6966
Guinea,GIN,1970,791424,-9.9456,9.6966
Guinea,GIN,1980,963632,-9.9456,9.6966
Guinea,GIN,1990,1003936.06,-9.9456,9.6966
Guinea,GIN,2000,1491248,-9.9456,9.6966
Guinea,GIN,2010,2484192,-9.9456,9.6966
Guinea,GIN,2020,4499392,-9.9456,9.6966
Guinea-Bissau,GNB,1950,7328,11.8037,-15.1804
Guinea-Bissau,GNB,1960,18320,11.8037,-15.1804
Guinea-Bissau,GNB,1970,69616,11.8037,-15.1804
Guinea-Bissau,GNB,1980,146560,11.8037,-15.1804
Guinea-Bissau,GNB,1990,172208,11.8037,-15.1804
Guinea-Bissau,GNB,2000,146560,11.8037,-15.1804
Guinea-Bissau,GNB,2010,238160,11.8037,-15.1804
Guinea-Bissau,GNB,2020,296784,11.8037,-15.1804si
Guyana,GUY,1950,260144,4.8604,-58.9302
Guyana,GUY,1960,659520,4.8604,-58.9302
Guyana,GUY,1970,1579184,4.8604,-58.9302
Guyana,GUY,1980,1788032,4.8604,-58.9302
Guyana,GUY,1990,1128512,4.8604,-58.9302
Guyana,GUY,2000,1747728,4.8604,-58.9302
Guyana,GUY,2010,1886960,4.8604,-58.9302
Guyana,GUY,2020,3188380,4.8604,-58.9302
Haiti,HTI,1950,113584,18.9712,-72.2852
Haiti,HTI,1960,285584,18.9712,-72.2852
Haiti,HTI,1970,384482,18.9712,-72.2852
Haiti,HTI,1980,745071,18.9712,-72.2852
Haiti,HTI,1990,994997,18.9712,-72.2852
Haiti,HTI,2000,1634144,18.9712,-72.2852
Haiti,HTI,2010,2136827,18.9712,-72.2852
Haiti,HTI,2020,2512561,18.9712,-72.2852
Honduras,HND,1950,300448,15.2000,-86.2419
Honduras,HND,1960,615403,15.2000,-86.2419
Honduras,HND,1970,1388032,15.2000,-86.2419
Honduras,HND,1980,2037957,15.2000,-86.2419
Honduras,HND,1990,2504658,15.2000,-86.2419
Honduras,HND,2000,5031508,15.2000,-86.2419
Honduras,HND,2010,7996618,15.2000,-86.2419
Honduras,HND,2020,9526111,15.2000,-86.2419
Hong Kong,HKG,1950,1318773,22.3193,116.1694
Hong Kong,HKG,1960,2952589,22.3193,116.1694
Hong Kong,HKG,1970,8392500,22.3193,116.1694
Hong Kong,HKG,1980,16600216,22.3193,116.1694
Hong Kong,HKG,1990,27147690,22.3193,116.1694
Hong Kong,HKG,2000,40282788,22.3193,116.1694
Hong Kong,HKG,2010,40062904,22.3193,116.1694
Hong Kong,HKG,2020,33497124,22.3193,116.1694
Hungary,HUN,1830,113584,47.1625,19.5033
Hungary,HUN,1840,135568,47.1625,19.5033
Hungary,HUN,1860,905008,47.1625,19.5033
Hungary,HUN,1870,2121456,47.1625,19.5033
Hungary,HUN,1880,3312256,47.1625,19.5033
Hungary,HUN,1890,5254176,47.1625,19.5033
Hungary,HUN,1900,9585024,47.1625,19.5033
Hungary,HUN,1910,11677168,47.1625,19.5033
Hungary,HUN,1920,5587600,47.1625,19.5033
Hungary,HUN,1930,12514887,47.1625,19.5033
Hungary,HUN,1940,15824816,47.1625,19.5033
Hungary,HUN,1950,18390042,47.1625,19.5033
Hungary,HUN,1960,45328310,47.1625,19.5033
Hungary,HUN,1970,69934550,47.1625,19.5033
Hungary,HUN,1980,86608750,47.1625,19.5033
Hungary,HUN,1990,73376824,47.1625,19.5033
Hungary,HUN,2000,58505984,47.1625,19.5033
Hungary,HUN,2010,52087460,47.1625,19.5033
Hungary,HUN,2020,47335468,47.1625,19.5033
Iceland,ISL,1940,425008,64.9631,-19.0208
Iceland,ISL,1950,740128,64.9631,-19.0208
Iceland,ISL,1960,1212488,64.9631,-19.0208
Iceland,ISL,1970,1388300,64.9631,-19.0208
Iceland,ISL,1980,1861846,64.9631,-19.0208
Iceland,ISL,1990,2222787,64.9631,-19.0208
Iceland,ISL,2000,2933190,64.9631,-19.0208
Iceland,ISL,2010,3627419,64.9631,-19.0208
Iceland,ISL,2020,3339561,64.9631,-19.0208
India,IND,1860,643115,20.5937,78.9629
India,IND,1880,1886773,20.5937,78.9629
India,IND,1890,4431669,20.5937,78.9629
India,IND,1900,11929561,20.5937,78.9629
India,IND,1910,23487316,20.5937,78.9629
India,IND,1920,34867976,20.5937,78.9629
India,IND,1930,42399496,20.5937,78.9629
India,IND,1940,52309530,20.5937,78.9629
India,IND,1950,61102560,20.5937,78.9629
India,IND,1960,111325050,20.5937,78.9629
India,IND,1970,181722640,20.5937,78.9629
India,IND,1980,291711100,20.5937,78.9629
India,IND,1990,577996000,20.5937,78.9629
India,IND,2000,977526400,20.5937,78.9629
India,IND,2010,1677337200,20.5937,78.9629
India,IND,2020,2421552000,20.5937,78.9629
Indonesia,IDN,1890,14656,-0.7893,113.9213
Indonesia,IDN,1900,1209120,-0.7893,113.9213
Indonesia,IDN,1910,6111552,-0.7893,113.9213
Indonesia,IDN,1920,8262319.5,-0.7893,113.9213
Indonesia,IDN,1930,18084938,-0.7893,113.9213
Indonesia,IDN,1940,28733088,-0.7893,113.9213
Indonesia,IDN,1950,9830512,-0.7893,113.9213
Indonesia,IDN,1960,21385192,-0.7893,113.9213
Indonesia,IDN,1970,35791384,-0.7893,113.9213
Indonesia,IDN,1980,94872870,-0.7893,113.9213
Indonesia,IDN,1990,155080830,-0.7893,113.9213
Indonesia,IDN,2000,281330370,-0.7893,113.9213
Indonesia,IDN,2010,445806080,-0.7893,113.9213
Indonesia,IDN,2020,605984600,-0.7893,113.9213
Iran,IRN,1920,5437376,32.4279,53.6880
Iran,IRN,1930,18514192,32.4279,53.6880
Iran,IRN,1940,27127988,32.4279,53.6880
Iran,IRN,1950,9600773,32.4279,53.6880
Iran,IRN,1960,37358600,32.4279,53.6880
Iran,IRN,1970,91787460,32.4279,53.6880
Iran,IRN,1980,120493920,32.4279,53.6880
Iran,IRN,1990,209943740,32.4279,53.6880
Iran,IRN,2000,364302370,32.4279,53.6880
Iran,IRN,2010,552953100,32.4279,53.6880
Iran,IRN,2020,679007200,32.4279,53.6880
Iraq,IRQ,1930,370064,33.2232,43.6793
Iraq,IRQ,1940,7690736,33.2232,43.6793
Iraq,IRQ,1950,1648533,33.2232,43.6793
Iraq,IRQ,1960,8256160,33.2232,43.6793
Iraq,IRQ,1970,23883784,33.2232,43.6793
Iraq,IRQ,1980,45358190,33.2232,43.6793
Iraq,IRQ,1990,49057050,33.2232,43.6793
Iraq,IRQ,2000,83265550,33.2232,43.6793
Iraq,IRQ,2010,113536270,33.2232,43.6793
Iraq,IRQ,2020,159840260,33.2232,43.6793
Ireland,IRL,1850,395712,53.7798,-7.3055
Ireland,IRL,1880,351744,53.7798,-7.3055
Ireland,IRL,1910,216176,53.7798,-7.3055
Ireland,IRL,1920,293120,53.7798,-7.3055
Ireland,IRL,1930,9552048,53.7798,-7.3055
Ireland,IRL,1940,11522181,53.7798,-7.3055
Ireland,IRL,1950,9726138,53.7798,-7.3055
Ireland,IRL,1960,11168536,53.7798,-7.3055
Ireland,IRL,1970,19393740,53.7798,-7.3055
Ireland,IRL,1980,26271548,53.7798,-7.3055
Ireland,IRL,1990,32944420,53.7798,-7.3055
Ireland,IRL,2000,45249110,53.7798,-7.3055
Ireland,IRL,2010,41793224,53.7798,-7.3055
Ireland,IRL,2020,35123776,53.7798,-7.3055
Israel,ISR,1930,39977,31.0461,34.8516
Israel,ISR,1940,72686,31.0461,34.8516
Israel,ISR,1950,1669239,31.0461,34.8516
Israel,ISR,1960,6460027,31.0461,34.8516
Israel,ISR,1970,16559357,31.0461,34.8516
Israel,ISR,1980,20984618,31.0461,34.8516
Israel,ISR,1990,35824360,31.0461,34.8516
Israel,ISR,2000,59519380,31.0461,34.8516
Israel,ISR,2010,68286904,31.0461,34.8516
Israel,ISR,2020,55697504,31.0461,34.8516
Italy,ITA,1860,29312,41.8719,12.5674
Italy,ITA,1870,2678384,41.8719,12.5674
Italy,ITA,1880,5067312,41.8719,12.5674
Italy,ITA,1890,12208448,41.8719,12.5674
Italy,ITA,1900,13908544,41.8719,12.5674
Italy,ITA,1910,25735936,41.8719,12.5674
Italy,ITA,1920,17869328,41.8719,12.5674
Italy,ITA,1930,39549784,41.8719,12.5674
Italy,ITA,1940,49030564,41.8719,12.5674
Italy,ITA,1950,41430596,41.8719,12.5674
Italy,ITA,1960,109203090,41.8719,12.5674
Italy,ITA,1970,296364540,41.8719,12.5674
Italy,ITA,1980,386433020,41.8719,12.5674
Italy,ITA,1990,438904300,41.8719,12.5674
Italy,ITA,2000,470524100,41.8719,12.5674
Italy,ITA,2010,436534300,41.8719,12.5674
Italy,ITA,2020,303281280,41.8719,12.5674
Jamaica,JAM,1950,271136,18.1096,-77.2975
Jamaica,JAM,1960,1468402,18.1096,-77.2975
Jamaica,JAM,1970,4988584,18.1096,-77.2975
Jamaica,JAM,1980,8445355,18.1096,-77.2975
Jamaica,JAM,1990,7527165,18.1096,-77.2975
Jamaica,JAM,2000,10313990,18.1096,-77.2975
Jamaica,JAM,2010,7677295,18.1096,-77.2975
